"id","location_id/display_name","product_id/default_code","product_id/name","product_id/categ_id/name","quantity","reserved_quantity"
"__export__.stock_quant_144786_1c21d73f","SPC/Stock","FYLS-0805UYC","FYLS-0805UYC Светодиод жёлтый SMD 0805 60 мкд","Materials","9.0","0.0"
"__export__.stock_quant_144787_f8c52cd7","SPC/Stock","2N7002K-T1-GE3","2N7002K-T1-GE3 (BSS138, 2N7002KT1G,  2N7002K-7 аналог)","Materials","9.0","0.0"
"__export__.stock_quant_144788_b09e5a20","SPC/Stock","RC0603FR-071KL","Резистор 1K 1% SMD 0603 (CRCW06031K00FKEA)","Materials","3.0","0.0"
"__export__.stock_quant_144789_f03632bd","SPC/Stock","PLS-8-R","PLS-8-R","Materials","4.0","0.0"
"__export__.stock_quant_144794_083368f8","SPC/Stock","AMP-X099-10","Контактные колодки Arduino 10pin","Materials","1.0","0.0"
"__export__.stock_quant_144799_6b13a288","SPC/Stock","PLS-8-Y","PLS-8-Y","Materials","4.0","0.0"
"__export__.stock_quant_145020_d2a361ce","PS/Prepair","AMP-B106","RPi GPIO Cloud","Materials Kits","127.0","0.0"
"__export__.stock_quant_145270_74a528a3","WSSpb/Stock","AMP-X218","Цветная адресуемая светодиодная лента WS2811","Saleable","3.0","0.0"
"__export__.stock_quant_145276_9f9ab117","WSSpb/Stock","AMP-X371","Аккумулятор 18650 Ansmann Li-Ion / 3,6 В / 2600 мА·ч с защитой","Retirement","9.0","0.0"
"__export__.stock_quant_145278_e793cf2d","WSSpb/Stock","AMP-X449","Официальный корпус для Raspberry Pi 4","Saleable","8.0","0.0"
"__export__.stock_quant_145280_0b4e9740","WSSpb/Stock","AMP-X537","Светодиодные модули RGB WS2811 / 20×3 LED","Saleable","5.0","0.0"
"__export__.stock_quant_145282_5ef969cd","WSSpb/Stock","NOO-L010","Беспроводной выключатель nooLite SRF-10-1000 (6×1000 Вт, 4×600 Вт)","Saleable","3.0","0.0"
"__export__.stock_quant_145283_f2d546a7","WSSpb/Stock","NOO-L016","Адаптер nooLite MTRF-64 USB","Saleable","2.0","0.0"
"__export__.stock_quant_145286_040a6652","WSSpb/Stock","AMP-B077-R","Кнопка со светодиодом (Troyka-модуль)","Saleable","2.0","0.0"
"__export__.stock_quant_145290_731ef72c","WSSpb/Stock","AMP-S034","Tetra","Retirement","5.0","0.0"
"__export__.stock_quant_145292_cd05fb46","WSSpb/Stock","AMP-X125","Резистор давления (12 мм)","Saleable","6.0","0.0"
"__export__.stock_quant_145293_375c0b6b","WSSpb/Stock","ROB0005","Двухколёсная платформа Turtle","Saleable","4.0","0.0"
"__export__.stock_quant_145471_b8861840","PS/Prepair","AMP-B005-Y","Светодиод «Пиранья» (Troyka-модуль)","Saleable","165.0","0.0"
"__export__.stock_quant_145563_9ab29f90","M-Pla/Stock","RC0402FR-072K4L","Резистор 2K4 1% SMD 0402 RC0402FR-072K4L","Materials","94.0","0.0"
"__export__.stock_quant_145564_5a3f3acc","M-Pla/Stock","RC0402FR-07200RL","RC0402FR-07200RL","Materials","34.0","0.0"
"__export__.stock_quant_145566_6ed1cd74","M-Pla/Stock","FYLS-0603URC","FYLS-0603URC FORYARD (диоды светоизлучающие)","Materials","19.0","0.0"
"__export__.stock_quant_145568_7383476c","M-Pla/Stock","SN74LVC1G14DCKR","SN74LVC1G14DCKR","Materials","18.0","0.0"
"__export__.stock_quant_145569_d546800f","M-Pla/Stock","PLS-40R2","PLS-40R2","Materials","29.467","0.0"
"__export__.stock_quant_145997_469b11a0","PS/Prepair","AMP-B172","Печатная плата vibro-lwing FS","Materials","897.0","0.0"
"__export__.stock_quant_145998_584244e3","PS/Prepair","AMP-B175","Печатная плата СyberLight FS","Materials","898.0","0.0"
"__export__.stock_quant_145999_3ae75c0b","PS/Prepair","AMP-B171","Печатная плата vibro-bug FS","Materials","898.0","0.0"
"__export__.stock_quant_146000_a2509b74","PS/Prepair","AMP-B173","Печатная плата vibro-rwing FS","Materials","898.0","0.0"
"__export__.stock_quant_146276_859c4348","PS/Manufacturing","C1206C106K4RAC7800","C1206C106K4RAC7800","Materials","760.0","0.0"
"__export__.stock_quant_146568_5bf3296d","AMPRU/Stock","AMP-FR16-298","Мотор 12 мм (12 В, 80 об/мин)","Saleable","24.0","0.0"
"__export__.stock_quant_146582_fb9581c2","PS/Prepair","AMP-X507-EN","Книга Планета XOD ENG","Materials Kits","228.0","0.0"
"__export__.stock_quant_146977_7a4b0bdf","SS/Stock/Market","ISBN-0280-6","Заводим Raspberry Pi","Saleable","21.0","0.0"
"__export__.stock_quant_147043_70cbd2d6","PS/Manufacturing","IS31FL3728-QFLS2-TR","IS31FL3728-QFLS2-TR","Materials","14.0","0.0"
"__export__.stock_quant_147106_ee9b47ef","WSSpb/Stock","ABX00018","Arduino MKR GSM 1400","Saleable","1.0","0.0"
"__export__.stock_quant_147109_8f15a106","WSSpb/Stock","AMP-S041","Планета XOD","Saleable","3.0","0.0"
"__export__.stock_quant_147110_65aa49d2","WSSpb/Stock","AMP-V10737","Цветной сенсорный HDMI-дисплей 5” / 800×480","Saleable","1.0","0.0"
"__export__.stock_quant_147113_26617563","WSSpb/Stock","AMP-X499","Корпус для Raspberry Pi 4 (LT4B16 / акрил / красный)","Saleable","1.0","0.0"
"__export__.stock_quant_147114_105e0ba6","WSSpb/Stock","NOO-L003-C","Пульт кнопочный nooLite PG412 (4 канала, шампань)","Saleable","2.0","0.0"
"__export__.stock_quant_147115_767274a1","WSSpb/Stock","SEN0170","Анемометр","Saleable","1.0","0.0"
"__export__.stock_quant_147143_8c1ed51d","AMPRU/Stock","AMP-FR30-298","Мотор 12 мм (15 В, 80 об/мин)","Retirement","27.0","0.0"
"__export__.stock_quant_147144_75cfe6e4","AMPRU/Stock","AMP-FR30-1000","Мотор 12 мм (15 В, 20 об/мин)","Retirement","18.0","0.0"
"__export__.stock_quant_147357_323f9f73","PS/Mount","RC0603FR-070RL","Резистор пленочный RC0603FR-070RL (CRCW06030000Z0EAC)","Fix Costs","728.0","0.0"
"__export__.stock_quant_147451_43661bb9","AMPRU/Stock","AMP-W024-3","Разъём JST SH-3 с проводами","Saleable","1.0","0.0"
"__export__.stock_quant_147507_bc0ebcee","PS/Prepair","RAW-M028-T","Инструкция по сборке Колёс","Materials Kits","312.0","0.0"
"__export__.stock_quant_147511_213d8f34","AMPRU/Stock","AMP-X042","Штекер питания 2,1 мм","Saleable","36.0","0.0"
"__export__.stock_quant_147550_4fc2acdf","AMPRU/Stock","AMP-B161","Uno Slot","Saleable","54.0","0.0"
"__export__.stock_quant_148154_35b597af","AMPRU/Stock","AMP-B162","Адаптер Slot Connector с клеммником","Saleable","38.0","0.0"
"__export__.stock_quant_148187_91e3dd6e","PS/Kits","RAW-P038-EN","Наклейка на коробку «Робожук» EN","Materials Kits","99.0","0.0"
"__export__.stock_quant_148231_7d74e44a","AMPRU/Stock","AMP-M035","Slot Box XL (#Структор)","Saleable","15.0","0.0"
"__export__.stock_quant_148794_d1006903","PS/Prepair","0218010_MXP","0218010.MXP Предохранитель 10A 5.2x20 (аналог  021810_MXP)","Materials","107.0","0.0"
"__export__.stock_quant_149342_a8090967","PS/Kits","RAW-P022-UA","Наклейка на упаковку Йодо UA","Materials Kits","466.0","0.0"
"__export__.stock_quant_149685_b89d09b2","M-Pla/Stock","IRLR8726PBF","IRLR8726PBF (IRLR8743TRPBF)","Materials","15.0","0.0"
"__export__.stock_quant_149697_03a65e41","M-Pla/Stock","LQG15HN47NJ02D","LQG15HN47NJ02D (LQW15AN47NJ00D)","Materials","20.0","0.0"
"__export__.stock_quant_149698_ad01a6eb","M-Pla/Stock","RC0402FR-0710RL","RC0402FR-0710RL","Materials","10.0","0.0"
"__export__.stock_quant_149861_8df46d72","AMPRU/Stock","AMP-X229","Espruino Pico (без ног)","Saleable","14.0","0.0"
"__export__.stock_quant_150099_eea47a85","AMPRU/Stock","AMP-X157","Погружная помпа с трубкой","Saleable","7.0","0.0"
"__export__.stock_quant_150321_fdcc4002","AMPRU/Stock","AMP-X142-U2","Ультразвуковой дальномер HC-SR04 ","Saleable","49.0","19.0"
"__export__.stock_quant_150397_be530489","AMPRU/Stock","AMP-B117","Bluetooth Low Energy (Troyka-модуль)","Saleable","24.0","0.0"
"__export__.stock_quant_150605_ecb6bdd2","WSSpb/Stock","AMP-B078","Макетная плата Troyka Perfboard (72 точки)","Saleable","2.0","0.0"
"__export__.stock_quant_150612_32378804","WSSpb/Stock","AMP-X443","Аккумуляторы Robiton AA 2600 мА·ч (2 шт.)","Saleable","2.0","0.0"
"__export__.stock_quant_150613_11ab2b43","WSSpb/Stock","AMP-X444","	Аккумуляторы Robiton AAA 1050 мА·ч (2 шт.)","Saleable","2.0","0.0"
"__export__.stock_quant_150739_eea01325","PS/Mount","AMP-B062-G-UNB","Светодиод 5 мм (Troyka-модуль)","Materials","8.0","0.0"
"__export__.stock_quant_150943_a951f1ab","AMPRU/Stock","AMP-X534","Espruino Pixl.js","Saleable","13.0","10.0"
"__export__.stock_quant_150944_6aeaddd2","AMPRU/Stock","AMP-X535","Espruino MDBT42Q Breakout (без ног)","Saleable","49.0","0.0"
"__export__.stock_quant_151618_f0634a3b","PS/Kits","RAW-P054-UA","Наклейка Йодо Эпизод 1 UA","Materials Kits","242.0","0.0"
"__export__.stock_quant_151619_4954bb6a","PS/Kits","RAW-P094","Наклейка 1GB","Materials Kits","898.0","0.0"
"__export__.stock_quant_151620_b73f9bb2","PS/Kits","RAW-P095","Наклейка 4GB","Materials Kits","1509.0","0.0"
"__export__.stock_quant_151815_4512385b","PS/Prepair","AMP-X215-UA","Книга Йодо UA","Materials Kits","150.0","0.0"
"__export__.stock_quant_151832_169ef7fa","PS/Mount","AMP-B080-RAW","Полуфабрикат [AMP-B080] POWERBANK_E1_SMD","Materials","2.0","0.0"
"__export__.stock_quant_151980_9117bacc","M-Pla/Stock","CC0603KRX7R7BB224","CC0603KRX7R7BB224","Materials","10.0","0.0"
"__export__.stock_quant_152575_9c60ff69","MLT/Stock","RC0603FR-0736KL","RC0603FR-0736KL","Materials","210.0","0.0"
"__export__.stock_quant_152952_c6255f12","PS/Kits","AMP-X508-EN","Стикеры Планета XOD ENG","Materials Kits","509.0","0.0"
"__export__.stock_quant_154297_1374eebc","PS/Kits","RAW-P090-EN","Наклейка на упаковку Малина V4 ENG","Materials Kits","574.0","0.0"
"__export__.stock_quant_154543_38808f06","PS/Prepair","AMP-X536-EN","Книга Малина V4 ENG","Materials Kits","133.0","0.0"
"__export__.stock_quant_154628_b3e1be86","AMPRU/Stock","AMP-X542","Espruino Pico (с ногами)","Saleable","14.0","0.0"
"__export__.stock_quant_156654_78583544","PS/Prepair","AMP-X177","Коробка пластиковая (25×25×4 см)","Materials Kits","711.0","0.0"
"__export__.stock_quant_157208_89ccbcd2","PS/Prepair","AMP-F010-RAW","Мотор 12 мм","Retirement","150.0","0.0"
"__export__.stock_quant_157501_177fb830","PS/Mount","GRM21BR61E475KA12L","GRM21BR61E475KA12L","Materials","4.0","0.0"
"__export__.stock_quant_157502_82c7692d","PS/Mount","LQH66SN3R3M","LQH66SN3R3M 3,3UH (LQH66SN3R3M03L, IHLP2020CZER3R3M11)","Materials","21.0","0.0"
"__export__.stock_quant_157503_47690133","PS/Mount","ESD5Z5_0T1G","ESD5Z5.0T1G SOD-523","Materials","5.0","0.0"
"__export__.stock_quant_157504_573b156e","AMPRU/Stock","AMP-X269-B","STEMTera Breadboard Black","Retirement","5.0","0.0"
"__export__.stock_quant_157512_9977ebe3","PS/Prepair","AMP-W015","Шлейф JST-BLS для дальномеров Sharp","Materials Kits","292.0","0.0"
"__export__.stock_quant_157991_f74ed5ea","AMPRU/Stock","AMP-X310-W","Кабель с вилкой белый","Saleable","4.0","0.0"
"__export__.stock_quant_158215_2772ecb6","PS/Prepair","AMP-H004","microSD-карта с ОС Raspbian (16 ГБ, Класс 10)","Retirement","50.0","0.0"
"__export__.stock_quant_158360_d204de08","OF/Stock","AMP-X008-W","Breadboard Mini Белая","Saleable","11.0","0.0"
"__export__.stock_quant_158593_bd80214e","PS/Manufacturing","CC0402JRNPO9BN101","CC0402JRNPO9BN101","Materials","89.0","0.0"
"__export__.stock_quant_158820_400dcf32","AMPRU/Stock","AMP-S056","Малина v4 (4 ГБ)","Saleable","4.0","4.0"
"__export__.stock_quant_159117_2db2b8e8","PS/Manufacturing","AMP-B106-RAW","полуфабрикат rpi_gpio_cloud_a5_smd.sbe (AMP-B106)","Materials","300.0","0.0"
"__export__.stock_quant_159154_c4d1c7d8","AMPRU/Stock","AMP-B088","Power Shield (Li-Ion, 2000 мА·ч)","Saleable","7.0","0.0"
"__export__.stock_quant_160516_5936c382","PS/Prepair","AMP-X460","Органайзер кабельный гибкий CM1204W (1м)","Materials Kits","31.25","0.0"
"__export__.stock_quant_160580_b64bfe3b","PS/Prepair","AMP-B099","Монохромная LED матрица 8×8 (Troyka-модуль)","Saleable","38.0","0.0"
"__export__.stock_quant_160762_7235e191","AMPRU/Stock","AMP-B087","Датчик шума (Troyka-модуль)","Saleable","17.0","10.0"
"__export__.stock_quant_161017_ae7b346b","PS/Kits","RAW-P076-EN","Наклейка на упаковку Планета XOD ENG","Materials Kits","138.0","0.0"
"__export__.stock_quant_161501_8077504a","PS/Prepair","RAW-P073-EN","Наклейка спереди CyberLight ENG","Materials Kits","874.0","0.0"
"__export__.stock_quant_161503_28574d65","PS/Prepair","RAW-P091-EN","Наклейка сзади CyberLight ENG","Materials Kits","851.0","0.0"
"__export__.stock_quant_161505_8859e2fc","PS/Prepair","RAW-P066-EN","Наклейка спереди CyberBug ENG","Materials Kits","842.0","0.0"
"__export__.stock_quant_161507_818754c2","PS/Prepair","RAW-P067-EN","Наклейка сзади CyberBug ENG","Materials Kits","857.0","0.0"
"__export__.stock_quant_162811_540d80aa","SS/Stock/Market","SEN0116","Энкодер для шасси miniQ","Saleable","13.0","8.0"
"__export__.stock_quant_162817_2eb59275","SS/Stock/Market","ISBN-3585-4","Изучаем Arduino (Первое издание)","Retirement","5.0","0.0"
"__export__.stock_quant_162821_5e7942d6","SS/Stock/Market","DFR0066","Датчик температуры и влажности SHT1x","Retirement","37.0","0.0"
"__export__.stock_quant_162822_6db98bf2","SS/Stock/Market","DEV-14438","Arduino Dock R2","Saleable","32.0","0.0"
"__export__.stock_quant_162825_cc9edf55","SS/Stock/Market","AMP-X445","Батарейки Duracell AA (4 шт.)","Saleable","6.0","0.0"
"__export__.stock_quant_162828_023734b3","SS/Stock/Market","AMP-X360","Батарейки Duracell AAA (4 шт.)","Saleable","25.0","0.0"
"__export__.stock_quant_163357_a0d3c644","SS/Stock/Market","AMP-X046","Семисегментный индикатор","Saleable","54.0","0.0"
"__export__.stock_quant_163362_c198ee79","SS/Stock/Market","AMP-X030","Пьезо-пищалка","Saleable","1.0","1.0"
"__export__.stock_quant_163364_ab55b471","SS/Stock/Market","AMP-X023","ИК-приёмник","Saleable","178.0","0.0"
"__export__.stock_quant_163368_dc34033b","SS/Stock/Market","AMP-X017","Кнопка тактовая / 6×6 мм / 4 контакта","Saleable","269.0","0.0"
"__export__.stock_quant_163370_9788e363","SS/Stock/Market","AMP-X015","Транзистор полевой MOSFET","Saleable","62.0","0.0"
"__export__.stock_quant_163450_e1daf9fc","PS/Prepair","AMP-X552","Разъём JST SM-3 Male с проводами","Saleable","121.0","0.0"
"__export__.stock_quant_163477_67046917","SS/Stock/Market","AMP-X286","Встраиваемый блок питания (5 В, 5000 мА)","Saleable","3.0","0.0"
"__export__.stock_quant_163491_4c7aae0e","SS/Stock/Market","AMP-X189","NiMH-аккумулятор «Крона» (250 мАч)","Saleable","30.0","0.0"
"__export__.stock_quant_163492_bb90e343","SS/Stock/Market","AMP-X187","Припой с флюсом (20 г)","Saleable","32.0","0.0"
"__export__.stock_quant_163861_c572edaf","SS/Stock/Market","AMP-X009-W4","Светодиоды 5 мм (4 шт.)","Saleable","266.0","0.0"
"__export__.stock_quant_163862_4af1588a","SS/Stock/Market","AMP-X009-R4","Светодиоды красные 5 мм (4 шт.)","Saleable","163.0","0.0"
"__export__.stock_quant_163863_91f0f777","SS/Stock/Market","AMP-X009-G4","Светодиоды зелёные 5 мм (4 шт.)","Saleable","32.0","0.0"
"__export__.stock_quant_163866_fd5079b0","SS/Stock/Market","AMP-X003","Breadboard Half","Saleable","52.0","0.0"
"__export__.stock_quant_163868_3fdbecf0","SS/Stock/Market","AMP-W029","Кабель USB (A — Type C) - 80cm","Saleable","185.0","0.0"
"__export__.stock_quant_163873_8649ff70","SS/Stock/Market","AMP-W010","Кабель USB (A — Mini USB)","Saleable","158.0","0.0"
"__export__.stock_quant_163874_afe2ae15","SS/Stock/Market","AMP-W009","Кабель USB (A — Micro USB)","Saleable","38.0","0.0"
"__export__.stock_quant_163875_5030720c","SS/Stock/Market","AMP-W008","Кабель HDMI (1 м)","Saleable","47.0","0.0"
"__export__.stock_quant_163879_e7f2d8dd","SS/Stock/Market","AMP-M044","WiFi Box (#Cтруктор)","Saleable","9.0","0.0"
"__export__.stock_quant_163881_832e92c1","SS/Stock/Market","AMP-M024","Широкие рейки (#Структор)","Saleable","79.0","0.0"
"__export__.stock_quant_163882_0bd74bb7","SS/Stock/Market","AMP-M023","Рейки (#Структор)","Saleable","16.0","0.0"
"__export__.stock_quant_163883_3a46af4b","SS/Stock/Market","AMP-M022","Пластины средние (#Структор)","Saleable","16.0","0.0"
"__export__.stock_quant_163884_8a7f2e07","SS/Stock/Market","AMP-M021","Пластины мини (#Структор)","Saleable","31.0","0.0"
"__export__.stock_quant_163885_95622319","SS/Stock/Market","AMP-M020","Пластины микро (#Структор)","Saleable","17.0","0.0"
"__export__.stock_quant_163888_a4701230","SS/Stock/Market","AMP-M017","Крепления микросерво (#Структор)","Saleable","17.0","0.0"
"__export__.stock_quant_163889_27cfcc89","SS/Stock/Market","AMP-M016","Крепления моторов и датчиков линии (#Структор)","Saleable","21.0","0.0"
"__export__.stock_quant_163890_3a9b24b6","SS/Stock/Market","AMP-M015","Крепления дальномеров (#Структор)","Saleable","25.0","0.0"
"__export__.stock_quant_164011_a5da93cf","SS/Stock/Market","AMP-B005-Y","Светодиод «Пиранья» (Troyka-модуль)","Saleable","326.0","0.0"
"__export__.stock_quant_164028_8ffe5c1a","PS/Prepair","AMP-X356","Рекламный каталог","Materials Kits","431.0","0.0"
"__export__.stock_quant_164431_1d07a5d6","M-Pla/Stock","TPS563200DDCT","TPS563200DDCT","Materials","11.0","0.0"
"__export__.stock_quant_164652_a28a6185","SS/Stock/Market","AMP-B053","Датчик горючих газов MQ-5 (Troyka-модуль)","Saleable","8.0","0.0"
"__export__.stock_quant_164659_0ef7a391","SS/Stock/Market","AMP-B067","Troyka Pad 1×4 (Troyka-модуль)","Saleable","3.0","0.0"
"__export__.stock_quant_164674_a679b234","SS/Stock/Market","AMP-B129","Troyka Pin-up","Saleable","167.0","0.0"
"__export__.stock_quant_165322_0d723cf9","SS/Stock/Market","AMP-B161","Uno Slot","Saleable","12.0","0.0"
"__export__.stock_quant_165345_44e9c1a1","PS/Prepair","AMP-X485","Корпус для Raspberry Pi 4 (LT-4A01 / пластик / чёрный)","Saleable","145.0","0.0"
"__export__.stock_quant_165564_d9424af7","PS/Prepair","RAW-P096","Наклейка на octofet лого","Materials Kits","444.0","0.0"
"__export__.stock_quant_165566_fff2552a","PS/Prepair","RAW-P097","Наклейка на octofet текст","Materials Kits","446.0","0.0"
"__export__.stock_quant_165646_8670d577","SS/Stock/Market","2500MHAA-1","Аккумулятор NiMH AA 2500 мАч","Saleable","1.0","0.0"
"__export__.stock_quant_165651_9ccec39d","SS/Stock/Market","AMP-B120","WiFi Slot","Saleable","1.0","0.0"
"__export__.stock_quant_165670_f60529f3","SPC/Stock","BLS-1","BLS-1","Materials","1958.0","0.0"
"__export__.stock_quant_165844_b83c667a","SS/Stock/Market","AMP-B005-B","Светодиод «Пиранья» (Troyka-модуль)","Saleable","132.0","0.0"
"__export__.stock_quant_165849_a4c92bfa","AMPRU/Stock","AMP-X486","Корпус для Raspberry Pi 4 (LT-4A01 / пластик / прозрачный)","Saleable","7.0","0.0"
"__export__.stock_quant_165905_87831b72","PS/Mount","PLS-8-R","PLS-8-R","Materials","183.0","0.0"
"__export__.stock_quant_165918_d0dd13ce","PS/Prepair","AMP-X348","Штекер RCA Male 3.5mm","Saleable","70.0","0.0"
"__export__.stock_quant_166291_47052fbe","SS/Stock/Market","AMP-B071","Troyka Shield LP","Saleable","8.0","0.0"
"__export__.stock_quant_166292_0e49bae8","SS/Stock/Market","AMP-B076","Аудиовыход c винтовыми клеммами (Troyka-модуль)","Saleable","18.0","0.0"
"__export__.stock_quant_166293_04005cf3","SS/Stock/Market","AMP-B079","Макетная плата Troyka Protoboard (72 точки)","Saleable","120.0","0.0"
"__export__.stock_quant_166299_33f6dc76","SS/Stock/Market","AMP-B107","Iskra JS Mini","Saleable","7.0","0.0"
"__export__.stock_quant_166302_32e74e7d","SS/Stock/Market","AMP-B119","Плата расширения Slot Expander","Saleable","13.0","0.0"
"__export__.stock_quant_166308_7e85c139","SS/Stock/Market","AMP-B162","Адаптер Slot Connector с клеммником","Saleable","103.0","0.0"
"__export__.stock_quant_166311_51a48b96","SS/Stock/Market","AMP-M030","Втулки на вал мотора (⌀ 5 мм, пара)","Saleable","24.0","0.0"
"__export__.stock_quant_166313_2d17f3db","SS/Stock/Market","AMP-X011","Двухцветный светодиод (красно-зелёный)","Saleable","343.0","0.0"
"__export__.stock_quant_166314_24337e6c","SS/Stock/Market","AMP-X033","Инфракрасный дальномер Sharp GP2Y0A02YK (20–150 см)","Saleable","44.0","0.0"
"__export__.stock_quant_166315_2488e669","SS/Stock/Market","AMP-X051","Диод Зенера (Стабилитрон)","Saleable","211.0","0.0"
"__export__.stock_quant_166326_df2cff07","SS/Stock/Market","AMP-X502","	Переходник Micro-USB / Type-C (чёрный)","Saleable","84.0","0.0"
"__export__.stock_quant_166327_c30266d7","SS/Stock/Market","AMP-X503","Переходник Micro-USB / Type-C (белый)","Saleable","148.0","0.0"
"__export__.stock_quant_166342_f5380e41","PS/Prepair","AMP-B190-UNB","платформа DRAGSTER_D6","Materials","5.0","0.0"
"__export__.stock_quant_166361_6aa394fa","AMPRU/Stock","AMP-X349","Гнездо под штекер 3.5mm","Saleable","10.0","0.0"
"__export__.stock_quant_166385_d8f45f42","PS/Kits","AMP-X252","Отвёртка крестовая","Materials Kits","137.0","20.0"
"__export__.stock_quant_166769_0eb83dca","PS/Manufacturing","GRM32ER61E226KE15L","GRM32ER61E226KE15K (CL32A226KAJNNNE CL32A226MAJNNNE)","Materials","2431.0","256.0"
"__export__.stock_quant_166771_a4a96e21","PS/Manufacturing","JRB1A471M02500630120000B","JRB1A471M02500630120000B","Materials","84.0","0.0"
"__export__.stock_quant_166773_635e4fb8","PS/Manufacturing","RC1206FR-0751RL","RC1206FR-0751RL","Materials","102.0","0.0"
"__export__.stock_quant_166834_dd878af7","AMPRU/Stock","AMP-X100-YLG","Текстовый экран 16×2 / зелёный с чёрным","Saleable","14.0","0.0"
"__export__.stock_quant_167562_1d263bb2","PS/Prepair","AMP-X551","Потенциометр дисковый 50 кОм","Retirement","2538.0","0.0"
"__export__.stock_quant_167741_f9ee8502","PS/Manufacturing","Z_RELAY_A2_PCB","Z_RELAY_A2.PCB","PCB","386.0","0.0"
"__export__.stock_quant_168250_29e1a117","PS/Mount","AMP-B157-UNB","Can I/O (Troyka-модуль)","Materials","17.0","0.0"
"__export__.stock_quant_168512_887a6e0a","OF/Stock","AMP-S009","Матрёшка Y","Saleable","7.0","0.0"
"__export__.stock_quant_168708_b309d290","AMPRU/Stock","NOO-L008","Беспроводной выключатель nooLite SRF-1-3000-M (3000 Вт)","Saleable","8.0","0.0"
"__export__.stock_quant_168725_70f996d6","PS/Mount","3KMFM_F3_PCB","3kmfm_f3.pcb","PCB","93.0","55.0"
"__export__.stock_quant_169746_a2bbd1db","M-Pla/Stock","LPS25HB","LPS25HBTR","Materials","33.0","0.0"
"__export__.stock_quant_169810_31c25c49","WSSpb/Stock","AMP-S040","«Автополив» — дополнение набора «Йодо»","Saleable","3.0","0.0"
"__export__.stock_quant_170404_7c4794f5","AMPRU/Stock","AMP-S050-EN","CyberBug EN","Saleable","38.0","0.0"
"__export__.stock_quant_170605_032d1916","AMPRU/Stock","AMP-V15203","Камера для Raspberry Pi с ИК-фильтром","Saleable","3.0","0.0"
"__export__.stock_quant_170607_a6e35c53","AMPRU/Stock","DFR0330","Клавиатура Qwerty Pad","Saleable","2.0","0.0"
"__export__.stock_quant_170608_4227178e","AMPRU/Stock","AMP-V13857","Цветной сенсорный HDMI-дисплей для Raspberry Pi 1024×600 / 7” в корпусе","Saleable","6.0","0.0"
"__export__.stock_quant_170615_5997c3cb","PS/Prepair","AMP-X532","Термопара К-типа (1 шт.)","Materials Kits","99.0","0.0"
"__export__.stock_quant_170751_a1b44cdc","AMPRU/Stock","AMP-B156","Двухканальный H-мост (Troyka-модуль)","Saleable","10.0","0.0"
"__export__.stock_quant_170752_dd507408","AMPRU/Stock","AMP-B191","Breadboard Power Supply","Saleable","13.0","0.0"
"__export__.stock_quant_170768_e2b677a7","PS/Prepair","AMP-B189","Термопара K-типа (Troyka-модуль)","Saleable","44.0","0.0"
"__export__.stock_quant_170774_d93386d5","AMPRU/Stock","AMP-B189","Термопара K-типа (Troyka-модуль)","Saleable","43.0","0.0"
"__export__.stock_quant_170921_d1bdae48","M-Pla/Stock","CL10B474KO8NNNC","CL10B474KO8NNNC (CC0603KRX7R7BB474)","Materials","55.0","0.0"
"__export__.stock_quant_171193_48b3f473","PS/Kits","RAW-W018","Провод-перемычка (1 шт.)","Materials Kits","638.0","20.0"
"__export__.stock_quant_171196_cb6c1a18","PS/Kits","RAW-M027","Пластина «Колёса» (#Структор)","Materials","183.0","20.0"
"__export__.stock_quant_171447_2a0b009a","PS/Mount","RC0603FR-07470RL","RC0603FR-07470RL 0603 470R (CRCW0603470RFKEA, ERJ3EKF4700V)","Materials","67.0","0.0"
"__export__.stock_quant_171448_dc704191","PS/Mount","ARL-5613UGD-6CD","Светодиод ARL-5613UGD-6cd  (Аналог GNL-5013PGD)","Materials","41.0","0.0"
"__export__.stock_quant_173574_618c7977","PS/Manufacturing","DG308-2,54-03P-14-00AH","DG308-2,54-03P-14-00AH","Materials","52.0","0.0"
"__export__.stock_quant_173598_5d323b55","PS/Mount","DG308-2,54-03P-14-00AH","DG308-2,54-03P-14-00AH","Materials","29.0","0.0"
"__export__.stock_quant_173757_dc9d0ca5","M-Pla/Stock","BAT60AE6327","BAT60AE6327","Materials","35.0","0.0"
"__export__.stock_quant_173994_4a521412","SS/Stock/Market","AMP-S009","Матрёшка Y","Saleable","40.0","0.0"
"__export__.stock_quant_174784_6c16f717","SS/Stock/Market","AMP-S025","Платформа #Робоняша","Saleable","64.0","0.0"
"__export__.stock_quant_174849_d25b71c1","AMPRU/Stock","AMP-F008","Сервопривод FS5519M","Saleable","5.0","0.0"
"__export__.stock_quant_175553_f0b33843","AMPRU/Stock","AMP-B094","Датчик углекислого газа MQ-135 (Troyka-модуль)","Saleable","33.0","0.0"
"__export__.stock_quant_176607_7f1536dc","PS/Manufacturing","RC0603JR-0710KL","RC0603JR-0710KL","Materials","1020.0","0.0"
"__export__.stock_quant_176858_5f411e03","SS/Stock/Edu","AMP-B094","Датчик углекислого газа MQ-135 (Troyka-модуль)","Saleable","10.0","0.0"
"__export__.stock_quant_177202_a310eafe","PS/Kits","RAW-M026-C","Пластины «Робот» №3 (#Структор)","Materials","174.0","20.0"
